id,error_type,sentence_text,gold_label,gold_trigger,pred_label,pred_trigger,gold_ix,pred_ix,1_tok_error,1_tok_error_missclf,specialised context/creative language,Lexical sparse,plausible: saliency,ambiguous trigger,example,,,notes
cvx06_26,missing,"Plus , CVX ' s total debt-to-capital ratio is the second-lowest among its peers , placing it in a comfortable leverage position that provides Chevron financial strength and flexibility to handle difficult times .",Financing,position,,,463,,,,,,,,,,,
cvx06_27,spurious,"Plus , CVX ' s net debt-to-EBITDA ratio has declined consistently since 4Q16 due to the rise in oil prices , which led to a surge in upstream earnings .",,,Profit/Loss,earnings,,504,1,,,,,,,,,
cvx06_27,mismatch_label,"Plus , CVX ' s net debt-to-EBITDA ratio has declined consistently since 4Q16 due to the rise in oil prices , which led to a surge in upstream earnings .",Profit/Loss,surge,Revenue,surge,501,501,,,,,,,,,,
cvx06_28,spurious,"Going forward , if oil prices rise and Chevron implements its financial strategy of reducing costs , optimizing capex , and divesting non-core assets , then Chevron could see a further fall in its net debt-to-EBITDA ratio .",,,Expense,costs,,521,1,,,,,,,,,
cvx06_28,mismatch_label,"Going forward , if oil prices rise and Chevron implements its financial strategy of reducing costs , optimizing capex , and divesting non-core assets , then Chevron could see a further fall in its net debt-to-EBITDA ratio .",FinancialReport,fall,SecurityValue,fall,537,537,,,,,,,,,,
cvx06_28,missing,"Going forward , if oil prices rise and Chevron implements its financial strategy of reducing costs , optimizing capex , and divesting non-core assets , then Chevron could see a further fall in its net debt-to-EBITDA ratio .",Investment,assets,,,529,,,,,,,,,,,
cvx06_28,missing,"Going forward , if oil prices rise and Chevron implements its financial strategy of reducing costs , optimizing capex , and divesting non-core assets , then Chevron could see a further fall in its net debt-to-EBITDA ratio .",Expense,capex,,,524,,,,,,,,,,,
cvx06_28,missing,"Going forward , if oil prices rise and Chevron implements its financial strategy of reducing costs , optimizing capex , and divesting non-core assets , then Chevron could see a further fall in its net debt-to-EBITDA ratio .",Expense,strategy,,,518,,,,,,,,,,,
duk05_0,missing,Duke Energy Says Some Customers May Be Affected by Data Breach,CSR/Brand,Data,,,9,,1,,y,,,,,,,
duk05_1,spurious,Duke Energy Corp . said Tuesday some of its customers may have been affected by a data breach revealed by PayPal Holdings Inc . last week .,,,CSR/Brand,affected,,24,,,y,,y,,,,,
duk05_2,missing,"On Friday , Tio Networks , which PayPal bought in July , said it had uncovered evidence of unauthorized access to its network that could have compromised personally identifiable information for roughly 1.6 million users .",CSR/Brand,access,,,57,,,,y,y,,,,,,
duk05_3,missing,"Among customer information possibly exposed , according to a PayPal spokesman , were names , addresses , bank account details , Social Security numbers and details of login information used to pay bills .",CSR/Brand,exposed,,,78,,,,,,,,,,,
duk05_6,missing,"Last month , the payments firm suspended operations , pending a security review , of its TIO Networks unit .",CSR/Brand,review,,,172,,,,,,,,,,,
duk05_6,missing,"Last month , the payments firm suspended operations , pending a security review , of its TIO Networks unit .",Product/Service,suspended,,,166,,,,,y,,,,,,
duk05_7,spurious,That company makes digital bill-payment tools for utilities and other firms and also operates a network of kiosks in physical retail stores .,,,Product/Service,makes,,182,,,,,y,,,,,
duk05_8,spurious,"Lesley Quick , Duke Energy ' s vice president of revenue services , said Tuesday the company has been in daily contact with the vendor since it ` ` abruptly and unexpectedly disabled their network on Nov . 10 for suspected ' security vulnerabilities .",,,Deal,contact,,224,,,,,y,,,,,
duk05_8,missing,"Lesley Quick , Duke Energy ' s vice president of revenue services , said Tuesday the company has been in daily contact with the vendor since it ` ` abruptly and unexpectedly disabled their network on Nov . 10 for suspected ' security vulnerabilities .",CSR/Brand,vulnerabilities,,,246,,,,y,,,,,,,
duk05_8,missing,"Lesley Quick , Duke Energy ' s vice president of revenue services , said Tuesday the company has been in daily contact with the vendor since it ` ` abruptly and unexpectedly disabled their network on Nov . 10 for suspected ' security vulnerabilities .",Facility,disabled,,,235,,,,y,,,,,,,
duk05_10,spurious,Shares in Duke were down 0.8 % to $ 87.90 near the end of regular trading Tuesday .,,,SecurityValue,down,,272,1,,,,,,,,,
duk05_10,spurious,Shares in Duke were down 0.8 % to $ 87.90 near the end of regular trading Tuesday .,,,SecurityValue,were,,271,1,,,,,,,,,
duk05_11,spurious,PayPal was up 0.4 % at $ 71.24 .,,,SecurityValue,up,,288,1,,,,,,,,,
duk06_0,spurious,"Like Many of Its Peers , DUK Is Trading in the Oversold Zone",,,SecurityValue,Trading,,8,y,,,,,,,,,
duk06_0,missing,"Like Many of Its Peers , DUK Is Trading in the Oversold Zone",SecurityValue,Oversold,,,11,,,,,,,,,,,
duk06_1,spurious,"According to technical analysts , a stock is considered to be trading in the oversold zone when its RSI falls below 30 .",,,SecurityValue,trading,,24,,,,,,,,,,
duk06_1,spurious,"According to technical analysts , a stock is considered to be trading in the oversold zone when its RSI falls below 30 .",,,SecurityValue,falls,,32,,,,,,,,,,
duk06_2,spurious,It ' s considered to be trading in the overbought zone when its RSI rises above 70 .,,,SecurityValue,rises,,50,,,,,,,,,,
duk06_2,spurious,It ' s considered to be trading in the overbought zone when its RSI rises above 70 .,,,SecurityValue,trading,,42,,,,,,,,,,
duk06_4,spurious,"Note that the stocks of most utility giants , such as NextEra Energy NEE , Southern Company SO , and Dominion Energy D , are currently trading in the oversold zone .",,,SecurityValue,trading,,95,,,,,,,,,,
duk06_4,missing,"Note that the stocks of most utility giants , such as NextEra Energy NEE , Southern Company SO , and Dominion Energy D , are currently trading in the oversold zone .",Rating,oversold,,,98,,,,,,,,,,,
duk06_5,spurious,"Short interest in Duke Energy stock rose a massive 20 % on December 15 , 2017 .",,,SecurityValue,rose,,107,,,,,,,,,,
duk06_5,missing,"Short interest in Duke Energy stock rose a massive 20 % on December 15 , 2017 .",FinancialReport,interest,,,102,,,,,,,,,,,
duk06_6,spurious,"According to a recent report , total shorted shares in DUK were 7.3 million on November 30 , 2017 , and this number rose to 8.5 million as of December 15 , 2017 .",,,SecurityValue,rose,,141,,,,,,,,,,
duk06_6,missing,"According to a recent report , total shorted shares in DUK were 7.3 million on November 30 , 2017 , and this number rose to 8.5 million as of December 15 , 2017 .",FinancialReport,were,,,129,,,,,,,,,,,
duk06_6,missing,"According to a recent report , total shorted shares in DUK were 7.3 million on November 30 , 2017 , and this number rose to 8.5 million as of December 15 , 2017 .",FinancialReport,report,,,122,,,,,,,,,,,
duk06_7,spurious,An increase in short interest might mean that more investors are expecting a stock to fall from its current levels .,,,SecurityValue,fall,,167,1,,,,,,,,,
duk06_7,missing,An increase in short interest might mean that more investors are expecting a stock to fall from its current levels .,SecurityValue,stock,,,165,,,,,,,,,,,
duk07_0,mismatch_label,Duke Energy Stock Is at Its Most Oversold Level in 5 Years,SecurityValue,Oversold,Rating,Oversold,7,7,,,,,,,,,,
duk07_0,spurious,Duke Energy Stock Is at Its Most Oversold Level in 5 Years,,,SecurityValue,Stock,,2,1,1,,,,,,,,
duk07_0,missing,Duke Energy Stock Is at Its Most Oversold Level in 5 Years,Rating,Is,,,3,,,,,,,,,,,
duk07_1,spurious,Has Duke Energy Stock Turned Cheap after Its Recent Fall ?,,,SecurityValue,Stock,,15,,,,,,,,,,
duk07_1,spurious,Has Duke Energy Stock Turned Cheap after Its Recent Fall ?,,,SecurityValue,Cheap,,17,1,,,,,,,,,
duk07_4,missing,"The second-largest utility by market cap , Duke Energy ( DUK ) , has been on a similar downtrend in this period .",Macroeconomics,utility,,,47,,,,,,,,,,,
duk07_6,spurious,Duke Energy stock is currently trading deep in the oversold zone with an RSI relative strength index of 5 .,,,SecurityValue,stock,,82,,,,,,,,,,
duk07_6,spurious,Duke Energy stock is currently trading deep in the oversold zone with an RSI relative strength index of 5 .,,,Rating,index,,96,,,,,,,,,,
duk07_6,spurious,Duke Energy stock is currently trading deep in the oversold zone with an RSI relative strength index of 5 .,,,SecurityValue,trading,,85,,,,,,,,,,
duk07_6,missing,Duke Energy stock is currently trading deep in the oversold zone with an RSI relative strength index of 5 .,SecurityValue,oversold,,,89,,,,,,,,,,,
duk07_7,missing,DUK has n't seen such oversold levels in the last five years .,SecurityValue,oversold,,,105,,,,,,,,,,,
duk07_8,spurious,An RSI at such a low level could trigger a reversal in the stock ' s direction .,,,Profit/Loss,RSI,,114,,,,,,,,,,
duk07_10,spurious,"On January 18 , 2018 , Duke Energy stock was trading 10 % below its 50 - day and 200 - day moving averages .",,,SecurityValue,stock,,141,,,,,,,,,,
duk07_11,spurious,The huge discounts to both the stock ' s key moving averages suggest underlying weakness in the stock .,,,SecurityValue,weakness,,172,,,,,,,,,,
duk07_12,spurious,The price level of ~ $ 85.5 could act as a resistance for Duke stock going forward .,,,SecurityValue,level,,179,,,,,,,,,,
duk07_13,spurious,The stock may continue to trade weakly until it stays below its moving averages .,,,SecurityValue,stock,,196,,,,,,,,,,
duk07_16,spurious,"Short interest in Duke Energy stock fell 6 % on December 29 , 2017 , according to a recent report .",,,SecurityValue,fell,,227,1,1,,,,,,,,
duk07_16,missing,"Short interest in Duke Energy stock fell 6 % on December 29 , 2017 , according to a recent report .",FinancialReport,interest,,,222,,,,,,,,,,,
duk07_17,spurious,"The total number of shorted shares in DUK was 8.7 million on December 15 , and shorted shares fell to 8.1 million by December 29 , 2017 .",,,SecurityValue,fell,,260,1,1,,,,,,,,
duk07_17,missing,"The total number of shorted shares in DUK was 8.7 million on December 15 , and shorted shares fell to 8.1 million by December 29 , 2017 .",FinancialReport,shares,,,247,,,,,,,,,,,
duk07_17,missing,"The total number of shorted shares in DUK was 8.7 million on December 15 , and shorted shares fell to 8.1 million by December 29 , 2017 .",FinancialReport,shares,,,259,,,,,,,,,,,
duk07_18,spurious,The fall in the stock ' s short interest could mean that fewer investors are expecting it to fall from its current level .,,,SecurityValue,fall,,271,1,1,,,,,,,,
duk07_18,missing,The fall in the stock ' s short interest could mean that fewer investors are expecting it to fall from its current level .,FinancialReport,interest,,,278,,,,,,,,,,,
f13_0,missing,Ford Rolls Out a Hot Rod SUV as Drivers Abandon Performance Cars,Macroeconomics,Abandon,,,9,,,,y,y,,,,,,
f13_0,missing,Ford Rolls Out a Hot Rod SUV as Drivers Abandon Performance Cars,Product/Service,Rolls,,,1,,,,y,y,,,,,,
f13_3,spurious,Ford Motor Co . has long souped up its sedans to satisfy customers looking for high performance .,,,Product/Service,souped,,39,,,,,y,,,,,
f13_6,missing,"` ` We shredded a lot of race tracks with this vehicle , ' ' Jonathan Crocker , the Edge ' s chief engineer , told reporters ahead of the reveal .",Product/Service,reveal,,,171,,,,y,y,,,,,,
f13_7,missing,"If the idea of doing hot laps in the family hauler seems slightly absurd , welcome to the latest twist in the SUV craze .",Macroeconomics,craze,,,196,,,,,,,,,,,
f13_8,spurious,"As U.S . car buyers continue their mass migration into utility vehicles , some are bringing along their preference for performance once sated by Taurus SHO sport sedans and Focus ST hot hatches .",,,Product/Service,bringing,,213,,,,,y,,,,,
f13_14,missing,"The Edge will be just the first in a series of hot rod SUVs Ford has coming , Nair said .",Product/Service,coming,,,340,,,,,,,,,,,
f13_15,missing,Analysts speculate the compact Escape and subcompact EcoSport will be next in line for the ST upgrade .,Product/Service,be,,,354,,1,,,,,,,,,
f13_16,missing,"` ` People are running away from cars and they ' re running toward trucks and SUVs , ' ' said Karl Brauer , executive publisher of Cox Automotive Inc . brands including car-shopping website Autotrader and researcher Kelley Blue Book .",Macroeconomics,People,,,365,,1,,y,,,y,,,,
f13_16,missing,"` ` People are running away from cars and they ' re running toward trucks and SUVs , ' ' said Karl Brauer , executive publisher of Cox Automotive Inc . brands including car-shopping website Autotrader and researcher Kelley Blue Book .",Macroeconomics,running,,,375,,1,,y,,,,,,,
f13_18,spurious,Fiat Chrysler Automobiles NV has already blazed the trail with SRT and R / T editions of its Dodge Durango large SUV and a Jeep Grand Cherokee that comes in a high-performance SRT package or a Trackhawk edition with a monstrous Hemi V - 8 engine .,,,Product/Service,comes,,451,,,,,,y,,,,
f13_18,missing,Fiat Chrysler Automobiles NV has already blazed the trail with SRT and R / T editions of its Dodge Durango large SUV and a Jeep Grand Cherokee that comes in a high-performance SRT package or a Trackhawk edition with a monstrous Hemi V - 8 engine .,Product/Service,trail,,,431,,,,y,,,,,,,
f13_24,missing,But the Edge was in line for a styling facelift after a complete makeover a couple years ago .,Product/Service,line,,,559,,,,y,,,,,,,
f13_25,missing,So Ford decided to ditch the SUV ' s relatively tame Sport edition and give it the full ST treatment .,Product/Service,treatment,,,592,,,,y,,,,,,,
f13_26,missing,"` ` We sold over 140,000 Edges last year , a fair portion of those were Edge Sports , but this really takes that to another level , ' ' Nair said .",SalesVolume,portion,,,606,,,,y,y,,,,,,
f13_27,missing,"Besides its track-tested suspension and race-ready seats , the Edge ST ' s looks take a dark turn , with a honeycomb black gloss grill and matching 21 - inch shiny black rims with big red brake calipers peeking through .",Product/Service,track-tested,,,629,,,,y,y,,,,,,
f13_28,missing,The SUV ' s designer is not worried about turning off traditional buyers with the racing touches .,CSR/Brand,buyers,,,680,,,,,,,,,,,
f13_35,spurious,"The Edge ST goes on sale this summer , but Ford has n't revealed its price yet .",,,Product/Service,sale,,853,1,,,,y,,,,,
f13_36,missing,"The Edge Sport it replaces starts at $ 40,675 and Cox ' s Brauer expects Ford to cash in on the upgrades .",Product/Service,starts,,,871,,,,,,,,,,,
f13_36,missing,"The Edge Sport it replaces starts at $ 40,675 and Cox ' s Brauer expects Ford to cash in on the upgrades .",Profit/Loss,cash,,,883,,,,,,,,,,,
f13_37,spurious,"` ` SUV buyers traditionally have been willing to spend more money , ' ' Brauer said .",,,Expense,spend,,898,,,,,,y,,,,
f13_38,missing,"` ` Let ' s be honest , the massive shift toward SUVs and trucks allowed all the car companies to make more money selling fewer cars last year . ' '",Profit/Loss,make,,,928,,1,,,,,y,,,,
f14_0,missing,Ford Is The Next GE And Shorts Should Be Salivating,Investment,Shorts,,,6,,,,,,,,,,,
f14_1,missing,"After writing extensively for Forbes on GE ' s plummet in the past few months , it was striking that both GE and Ford delivered negative guidance to the Street last Tuesday .",FinancialReport,guidance,,,36,,,,,,,,,,,
f14_3,missing,Ford CFO Bob Shanks noted that 2018 earnings were likely to be in the range of $ 1.45 - $ 1.70 versus a preliminary read on 2017 EPS of $ 1.78 ( full results are due Wednesday . ),Profit/Loss,EPS,,,92,,,,,,,,,,,
f14_4,mismatch_label,"So , in the midst of the Trump jump in the U.S . and data showing an increasing rate of growth in almost every other major global economy , Ford is predicting - - at the midpoint of its guidance range - - an EPS decline of 10 % in 2018 .",Macroeconomics,jump,SecurityValue,jump,112,112,,,,,,,,,,
f14_4,mismatch_label,"So , in the midst of the Trump jump in the U.S . and data showing an increasing rate of growth in almost every other major global economy , Ford is predicting - - at the midpoint of its guidance range - - an EPS decline of 10 % in 2018 .",Profit/Loss,decline,SecurityValue,decline,149,149,,,,,,,,,,
f14_4,spurious,"So , in the midst of the Trump jump in the U.S . and data showing an increasing rate of growth in almost every other major global economy , Ford is predicting - - at the midpoint of its guidance range - - an EPS decline of 10 % in 2018 .",,,Profit/Loss,EPS,,148,1,,,,,,,,,
f14_4,missing,"So , in the midst of the Trump jump in the U.S . and data showing an increasing rate of growth in almost every other major global economy , Ford is predicting - - at the midpoint of its guidance range - - an EPS decline of 10 % in 2018 .",Macroeconomics,rate,,,122,,,,,,,,,,,
f14_6,missing,How can things be going so well in other sectors and not for Ford ?,Macroeconomics,things,,,163,,,,,,,,,,,
f14_7,spurious,"According to Ford management , the problem - - much like the ones at GE - - is due to factors outside management ' s control .",,,CSR/Brand,problem,,182,,,,,,,,,,
f14_8,missing,Shanks used the phrase ` ` some of the unknowns or the unexpected ' ' to describe the negative impacts Ford is feeling from commodities and currencies .,Macroeconomics,impacts,,,222,,,,,,,,,,,
f14_9,missing,"I have been listening to Ford conference calls for 25 years , beginning with my days as a cub analyst at Lehman in 1992 , and I am quite certain that Ford ' s cars and trucks have always been made from steel , aluminum and other metals , and that Ford has always transacted business in many countries , thus incurring currency risk .",Macroeconomics,risk,,,294,,,,,,,,,,,
f14_10,missing,"So , why are commodities and currencies causing such an earnings shortfall now ?",Profit/Loss,shortfall,,,307,,,,,,,,,,,
f14_11,spurious,"To be fair , Shanks started flagging increasing commodity prices as a risk to Ford ' s earnings in his comments on F ' s April 2017 earnings call , but what is Ford management doing to mitigate the impact of rising prices for metals , especially steel ?",,,Macroeconomics,prices,,352,1,1,,,,,,,,
f14_11,spurious,"To be fair , Shanks started flagging increasing commodity prices as a risk to Ford ' s earnings in his comments on F ' s April 2017 earnings call , but what is Ford management doing to mitigate the impact of rising prices for metals , especially steel ?",,,Profit/Loss,earnings,,327,1,,,,,,,,,
f14_11,missing,"To be fair , Shanks started flagging increasing commodity prices as a risk to Ford ' s earnings in his comments on F ' s April 2017 earnings call , but what is Ford management doing to mitigate the impact of rising prices for metals , especially steel ?",Macroeconomics,prices,,,319,,,,,,,,,,,
f14_11,missing,"To be fair , Shanks started flagging increasing commodity prices as a risk to Ford ' s earnings in his comments on F ' s April 2017 earnings call , but what is Ford management doing to mitigate the impact of rising prices for metals , especially steel ?",CSR/Brand,impact,,,349,,,,,,,,,,,
f14_11,missing,"To be fair , Shanks started flagging increasing commodity prices as a risk to Ford ' s earnings in his comments on F ' s April 2017 earnings call , but what is Ford management doing to mitigate the impact of rising prices for metals , especially steel ?",Profit/Loss,risk,,,322,,,,,,,,,,,
f14_14,missing,"` ` We do n't hedge as many because our analysis had indicated that there are some currencies that provide a natural hedge to a metal like copper in Australian dollar I think , tend to move in opposite directions .",CSR/Brand,hedge,,,387,,,,,,,,,,,
f14_14,missing,"` ` We do n't hedge as many because our analysis had indicated that there are some currencies that provide a natural hedge to a metal like copper in Australian dollar I think , tend to move in opposite directions .",Macroeconomics,move,,,418,,,,,,,,,,,
f14_14,missing,"` ` We do n't hedge as many because our analysis had indicated that there are some currencies that provide a natural hedge to a metal like copper in Australian dollar I think , tend to move in opposite directions .",CSR/Brand,hedge,,,404,,,,,,,,,,,
f14_15,missing,So we actually do n't hedge as much on currencies or commodities as a result .,CSR/Brand,hedge,,,428,,,,,,,,,,,
f14_16,missing,"What we have seen in more recent [ ph ] short time ( 01 : 04 : 00 ) is those natural hedges are going in the opposite direction , which are not working .",Macroeconomics,going,,,463,,,,,,,,,,,
f14_16,missing,"What we have seen in more recent [ ph ] short time ( 01 : 04 : 00 ) is those natural hedges are going in the opposite direction , which are not working .",CSR/Brand,hedges,,,461,,,,,,,,,,,
f14_17,missing,"We ' re actually getting the bad news on the exchange , we ' re getting the bad news on commodities . ' '",FinancialReport,news,,,492,,,,,,,,,,,
f14_17,missing,"We ' re actually getting the bad news on the exchange , we ' re getting the bad news on commodities . ' '",FinancialReport,news,,,481,,,,,,,,,,,
f14_19,spurious,But is n't this just a pause as Ford transforms itself into a mobility company with leading positions in autonomous vehicles ( AVs ) and battery-electric vehicles ( BEVs ) ?,,,Macroeconomics,positions,,530,1,,,,,,,,,
f14_19,spurious,But is n't this just a pause as Ford transforms itself into a mobility company with leading positions in autonomous vehicles ( AVs ) and battery-electric vehicles ( BEVs ) ?,,,Macroeconomics,leading,,529,1,,,,,,,,,
f14_19,missing,But is n't this just a pause as Ford transforms itself into a mobility company with leading positions in autonomous vehicles ( AVs ) and battery-electric vehicles ( BEVs ) ?,Macroeconomics,transforms,,,522,,,,,,,,,,,
f14_20,spurious,"Based on the Deutsche Bank presentation ( available here ) , Ford has not yet flushed out its strategy for AVs and BEVs .",,,Product/Service,flushed,,559,,,,,,,,,,
f14_21,spurious,"In fact , Ford would seem to be years behind its competition , especially crosstown rival General Motors .",,,Macroeconomics,behind,,577,1,,,,,,,,,
f14_21,spurious,"In fact , Ford would seem to be years behind its competition , especially crosstown rival General Motors .",,,Macroeconomics,rival,,583,,,,,,,,,,
f14_21,spurious,"In fact , Ford would seem to be years behind its competition , especially crosstown rival General Motors .",,,Macroeconomics,competition,,579,1,,,,,,,,,
f14_21,missing,"In fact , Ford would seem to be years behind its competition , especially crosstown rival General Motors .",Macroeconomics,be,,,575,,,,,,,,,,,
f14_23,spurious,"In fact , it seems to me that the only hope remaining for Ford shareholders is yield support from the company ' s dividend .",,,Dividend,dividend,,643,1,,,,,,,,,
f14_23,missing,"In fact , it seems to me that the only hope remaining for Ford shareholders is yield support from the company ' s dividend .",Dividend,yield,,,636,,,,,,,,,,,
f14_25,spurious,"That said , remember that GE also used to be a dividend stock .",,,Dividend,dividend,,710,,,,,,,,,,
f14_26,mismatch_label,"Even now , with a current yield of 3 % GE is still yielding more than full percentage point more than the S & P 500 .",Dividend,yield,SecurityValue,yield,719,719,,,,,,,,,,
f14_26,mismatch_label,"Even now , with a current yield of 3 % GE is still yielding more than full percentage point more than the S & P 500 .",Dividend,yielding,SecurityValue,yielding,726,726,,,,,,,,,,
f14_27,spurious,GE shares are also down 45 % in the past 12 months .,,,SecurityValue,down,,744,1,,,,,,,,,
f14_30,spurious,"If Ford earns $ 1.45 in 2018 - - the low end of CFO Shanks ' guidance range - - and the shares fall below their recent P / E of range of 6.5 - 7.5 x , then that that would put a downside valuation on F shares of $ 7.00 - $ 7.50 , or about 40 % below where they trade today .",,,SecurityValue,fall,,788,1,,,,,,,,,
f14_30,missing,"If Ford earns $ 1.45 in 2018 - - the low end of CFO Shanks ' guidance range - - and the shares fall below their recent P / E of range of 6.5 - 7.5 x , then that that would put a downside valuation on F shares of $ 7.00 - $ 7.50 , or about 40 % below where they trade today .",SecurityValue,that,,,804,,,,,,,,,,,
f14_30,missing,"If Ford earns $ 1.45 in 2018 - - the low end of CFO Shanks ' guidance range - - and the shares fall below their recent P / E of range of 6.5 - 7.5 x , then that that would put a downside valuation on F shares of $ 7.00 - $ 7.50 , or about 40 % below where they trade today .",FinancialReport,end,,,776,,,,,,,,,,,
f14_31,spurious,"In prior Forbes columns , I predicted Ford would be ` ` the worst stock of the year ' ' in 2015 and 2016 , and F shares massively underperformed the S & P 500 in both periods .",,,Macroeconomics,worst,,844,1,1,,,,,,,,
f14_31,missing,"In prior Forbes columns , I predicted Ford would be ` ` the worst stock of the year ' ' in 2015 and 2016 , and F shares massively underperformed the S & P 500 in both periods .",SecurityValue,shares,,,858,,,,,,,,,,,
f14_31,missing,"In prior Forbes columns , I predicted Ford would be ` ` the worst stock of the year ' ' in 2015 and 2016 , and F shares massively underperformed the S & P 500 in both periods .",Rating,predicted,,,837,,,,,,,,,,,
f14_32,mismatch_label,"This is is a slightly different call , though , I ' m looking for a sharp decline in Ford shares this year , not just relative underperformance , and that means F is an out-and-out short .",Investment,short,SecurityValue,short,906,906,,,,,,,,,,
f14_32,mismatch_label,"This is is a slightly different call , though , I ' m looking for a sharp decline in Ford shares this year , not just relative underperformance , and that means F is an out-and-out short .",SecurityValue,decline,SalesVolume,decline,887,887,,,,,,,,,,
f14_32,spurious,"This is is a slightly different call , though , I ' m looking for a sharp decline in Ford shares this year , not just relative underperformance , and that means F is an out-and-out short .",,,Rating,out-and-out,,905,1,,,,,,,,,
f14_33,missing,"You may want to hedge a Ford short with a long GM position to have exposure to a componay that actually has a fully-defined strategy for autonomous vehicles and electrified powertrains , but I do n't think you will need to .",Investment,Ford,,,914,,,,,,,,,,,
f14_33,missing,"You may want to hedge a Ford short with a long GM position to have exposure to a componay that actually has a fully-defined strategy for autonomous vehicles and electrified powertrains , but I do n't think you will need to .",Investment,hedge,,,912,,,,,,,,,,,
f14_33,missing,"You may want to hedge a Ford short with a long GM position to have exposure to a componay that actually has a fully-defined strategy for autonomous vehicles and electrified powertrains , but I do n't think you will need to .",Investment,position,,,920,,,,,,,,,,,
f14_34,missing,I believe that Ford shares are a better candidate for shorting now than at any time since the fall of 2008 .,Rating,candidate,,,958,,,,,,,,,,,
f15_0,spurious,Ford Is At A Crossroad Of Danger And Opportunity In China,,,Macroeconomics,Crossroad,,4,,,,,,,,,,
f15_2,spurious,- - January sales were down 18 percent year-on-year . ( Sales at rival GM were up 15 percent ),,,SalesVolume,down,,30,1,,,,,,,,,
f15_3,spurious,- - Ford China CEO Jason Luo - in the position just 5 months - has resigned,,,Employment,position,,55,,,,,,,,,,
f15_4,mismatch_label,"- - Momentum outside of Lincoln has basically stalled , while partner tensions simmer .",Deal,tensions,CSR/Brand,tensions,74,74,,,,,,,,,,
f15_10,mismatch_label,"Ford ' s crisis , indeed , contains elements of both danger and opportunity .",Macroeconomics,crisis,CSR/Brand,crisis,134,134,,,,,,,,,,
f15_11,spurious,"First , the dangers : Ford ' s China sales could continue to stall for months .",,,SalesVolume,stall,,159,1,,,,,,,,,
f15_12,spurious,Main culprit : Product offerings are getting old and the new metal will not arrive until the end of 2018 .,,,Product/Service,offerings,,167,,,,,,,,,,
f15_12,missing,Main culprit : Product offerings are getting old and the new metal will not arrive until the end of 2018 .,Product/Service,metal,,,174,,,,,,,,,,,
f15_13,missing,"Ford ' s slump , which started in 2017 , also feels heavier because it contrasts with the 5 previous years of record growth .",FinancialReport,growth,,,207,,,,,,,,,,,
f15_13,missing,"Ford ' s slump , which started in 2017 , also feels heavier because it contrasts with the 5 previous years of record growth .",Macroeconomics,slump,,,187,,,,,,,,,,,
f15_14,spurious,"Between 2012 and 2016 , Ford doubled it sales to 1.2 million .",,,SalesVolume,doubled,,215,1,,,,,,,,,
f15_16,spurious,Vastly improved Chinese competitors like Geely and Great Wall are gobbling up fresh market share .,,,Macroeconomics,gobbling,,241,1,,,,,,,,,
f15_16,spurious,Vastly improved Chinese competitors like Geely and Great Wall are gobbling up fresh market share .,,,Macroeconomics,competitors,,234,1,,,,,,,,,
f15_22,missing,Chinese competitors pose a real danger .,Macroeconomics,competitors,,,297,,,,,,,,,,,
f15_23,spurious,"To regain strength , Ford must try bold new things .",,,Macroeconomics,strength,,305,,,,,,,,,,
f15_28,spurious,"Ford surprised the industry when it announced a new joint venture with Zotye , a private electric vehicle maker .",,,Deal,joint,,356,1,,,,,,,,,
f15_29,spurious,Ford and Zotye will start producing their first EVs at the end of 2018 or early 2019 .,,,Product/Service,producing,,372,1,,,,,,,,,
f15_30,spurious,"China leads the world in electric vehicle sales ( 777,000 in 2017 ) .",,,Macroeconomics,leads,,386,1,,,,,,,,,
f15_30,missing,"China leads the world in electric vehicle sales ( 777,000 in 2017 ) .",Macroeconomics,world,,,388,,,,,,,,,,,
f15_31,missing,Beijing technocrats want that number to reach 1 million this year and then zoom to 6 million by 2025 .,SalesVolume,number,,,403,,,,,,,,,,,
f15_32,missing,"An earlier , less nimble , version of Ford would have studied the various partner options for a couple of more years before settling on Zotye as a partner .",Deal,settling,,,442,,,,,,,,,,,
f15_35,missing,"` ` The government makes it clear they want [ their EV industry ] to have great , global success . ' '",Macroeconomics,success,,,511,,,,,,,,,,,
f15_37,spurious,"In December , Chairman Bill Ford and CEO Jim Hackett traveled to the headquarters of Alibaba and signed an agreement with Jack Ma to explore new and inventive ways to deliver cars to customers .",,,Deal,signed,,536,1,,,,,,,,,
f15_38,spurious,"Alibaba , the Amazon / Ebay of China , is the PRC ' s second most valuable company after Tencent .",,,Macroeconomics,second,,568,1,,,,,,,,,
f15_38,spurious,"Alibaba , the Amazon / Ebay of China , is the PRC ' s second most valuable company after Tencent .",,,Macroeconomics,valuable,,570,1,,,,,,,,,
f15_38,missing,"Alibaba , the Amazon / Ebay of China , is the PRC ' s second most valuable company after Tencent .",Macroeconomics,company,,,571,,,,,,,,,,,
f15_39,spurious,Getting together with Alibaba is important because it opens up direct channels to Chinese consumers and inventive ways to sell cars .,,,Deal,together,,576,1,,,,,,,,,
f15_39,missing,Getting together with Alibaba is important because it opens up direct channels to Chinese consumers and inventive ways to sell cars .,Deal,Getting,,,575,,,,,,,,,,,
f15_39,missing,Getting together with Alibaba is important because it opens up direct channels to Chinese consumers and inventive ways to sell cars .,Deal,it,,,582,,,,,,,,,,,
